"text"|"label_str"|"label_bin"|"set"|"n_tokens"|"n_stopwords"|"n_chars"|"n_upper"|"emotion_label"|"emotion_score"
"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress."|"true"|"0"|"train"|"17"|"8"|"91"|"4"|"neutral"|"0.9038411974906921"
"Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 full-time jobs."|"barely-true"|"1"|"train"|"17"|"4"|"115"|"5"|"neutral"|"0.850330114364624"
"Says that he did not exactly say that communities have the right to ban mosques."|"false"|"1"|"train"|"15"|"8"|"80"|"1"|"neutral"|"0.9309688210487366"
"Faced with $1 million in campaign debt, Scott Walker is unloading his campaign security costs onto the backs of Wisconsin taxpayers."|"barely-true"|"1"|"train"|"21"|"6"|"132"|"4"|"sadness"|"0.5638928413391113"
"George Allen had 40,000 earmarks while he was a senator."|"false"|"1"|"train"|"10"|"5"|"56"|"2"|"neutral"|"0.8946731090545654"
"We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain."|"mostly-true"|"0"|"train"|"20"|"10"|"107"|"2"|"neutral"|"0.9062694907188416"
"""He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps."""|"true"|"0"|"train"|"18"|"5"|"125"|"2"|"anger"|"0.6124290823936462"
"Says Romney said we should ask Pakistan for permission to take a shot at Osama bin Laden."|"half-true"|"1"|"train"|"17"|"6"|"89"|"5"|"neutral"|"0.5489779114723206"
"More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap."|"mostly-true"|"0"|"train"|"29"|"10"|"174"|"6"|"sadness"|"0.5935467481613159"
"There are actually half a million fewer government employees now than there were when (President Barack) Obama took office."|"true"|"0"|"train"|"19"|"8"|"123"|"4"|"neutral"|"0.7831601500511169"
"The Clean Power Plan is something that Sen. Sanders has said he would delay implementing."|"false"|"1"|"train"|"15"|"5"|"89"|"6"|"neutral"|"0.6278407573699951"
"Says Marco Rubio has the worst voting record there is today."|"mostly-true"|"0"|"train"|"11"|"4"|"60"|"3"|"disgust"|"0.8642708659172058"
"Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate."|"mostly-true"|"0"|"train"|"19"|"9"|"118"|"7"|"neutral"|"0.529417097568512"
"The biggest job of the surgeon general is to translate health care and health care needs into plain English."|"half-true"|"1"|"train"|"19"|"7"|"108"|"2"|"neutral"|"0.9443665742874146"
"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president."|"false"|"1"|"train"|"21"|"6"|"137"|"7"|"anger"|"0.5700644850730896"
"Says Measure 11 is one of the most significant reasons for decrease in violent crime."|"mostly-true"|"0"|"train"|"15"|"6"|"85"|"2"|"anger"|"0.6585832238197327"
"Says 160,000 kids stay home every day because they are afraid to go to school because of bullying."|"barely-true"|"1"|"train"|"18"|"7"|"98"|"1"|"fear"|"0.8810122013092041"
"""We reduced abortion. We increased adoptions by 135 percent."""|"barely-true"|"1"|"train"|"9"|"2"|"61"|"2"|"neutral"|"0.699539303779602"
"Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, the lowest in the country."|"mostly-true"|"0"|"train"|"17"|"5"|"107"|"1"|"neutral"|"0.6913861036300659"
"House Bill 2301 never had a public hearing"|"mostly-true"|"0"|"train"|"8"|"2"|"42"|"2"|"neutral"|"0.6938877701759338"
"The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses."|"true"|"0"|"train"|"23"|"7"|"162"|"1"|"neutral"|"0.9448468089103699"
"Theres no plan from Senate Democrats or the White House to replace the sequester."|"pants-fire"|"1"|"train"|"14"|"6"|"81"|"5"|"neutral"|"0.656428873538971"
"Says U.S. Senate rival Tommy Thompson said he wants to do away with Medicare."|"half-true"|"1"|"train"|"14"|"4"|"77"|"7"|"neutral"|"0.37508541345596313"
"The nation as a whole has created jobs at a rate that is two times the rate that we have created jobs here in Wisconsin under Gov. Walker."|"half-true"|"1"|"train"|"28"|"15"|"138"|"4"|"neutral"|"0.7002673745155334"
"I differed with my party on business legislation, on consumer protection, and on free trade agreements."|"false"|"1"|"train"|"16"|"7"|"103"|"1"|"neutral"|"0.5660300254821777"
"We will have the highest general revenue in state history next year. Conservative pro-growth policies work in our state."|"barely-true"|"1"|"train"|"19"|"7"|"120"|"2"|"neutral"|"0.925738513469696"
"Comic strip says government study shows Head Start has little or no impact on the children its supposed to help."|"mostly-true"|"0"|"train"|"20"|"7"|"112"|"3"|"neutral"|"0.6563783884048462"
"In 2013, Dan Patrick voted against funding to test the backlog of rape kits, allowing rapists to walk free."|"pants-fire"|"1"|"train"|"19"|"6"|"107"|"3"|"disgust"|"0.8210418820381165"
"A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty."|"mostly-true"|"0"|"train"|"17"|"8"|"101"|"2"|"neutral"|"0.9103274345397949"
"Says Pope Francis took the name of a saint who basically reached out to Muslims."|"mostly-true"|"0"|"train"|"15"|"6"|"80"|"4"|"neutral"|"0.8937610387802124"
"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple."|"true"|"0"|"train"|"27"|"13"|"133"|"1"|"anger"|"0.4673181176185608"
"One-third of the gasoline is purchased by out-of-state people in Virginia"|"false"|"1"|"train"|"11"|"5"|"73"|"2"|"neutral"|"0.9168363809585571"
"Obamacare is a massive, massive income redistribution with $250 billion a year in Medicaid expansion (and) in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases."|"half-true"|"1"|"train"|"38"|"15"|"236"|"4"|"neutral"|"0.46559590101242065"
"The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas."|"true"|"0"|"train"|"17"|"7"|"108"|"1"|"neutral"|"0.8711333274841309"
"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race."|"true"|"0"|"train"|"16"|"6"|"91"|"14"|"neutral"|"0.790050208568573"
"Says Kurt Schrader supports Obamas sequester but wont cut $1.6 million to fund new video games."|"pants-fire"|"1"|"train"|"16"|"2"|"95"|"4"|"sadness"|"0.7251149415969849"
"In the last year, Wisconsin ranked third in Midwest job growth."|"false"|"1"|"train"|"11"|"3"|"63"|"3"|"neutral"|"0.8498479723930359"
"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota under Gov. Scott Walkers policies."|"mostly-true"|"0"|"train"|"19"|"6"|"123"|"6"|"neutral"|"0.9005952477455139"
"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums."|"true"|"0"|"train"|"15"|"3"|"102"|"6"|"anger"|"0.482124924659729"
"Leticia Van de Putte voted to stop schools from removing teachers convicted of a felony."|"barely-true"|"1"|"train"|"15"|"5"|"88"|"3"|"disgust"|"0.5363084077835083"
"Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460."|"half-true"|"1"|"train"|"28"|"9"|"188"|"2"|"neutral"|"0.674992024898529"
"Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state."|"mostly-true"|"0"|"train"|"27"|"11"|"155"|"5"|"neutral"|"0.9221585392951965"
"Recently Rick Scott closed 30 womens health care centers across the state."|"pants-fire"|"1"|"train"|"12"|"1"|"74"|"3"|"sadness"|"0.5421692132949829"
"The income tax that started at 2 percent under Governor Byrne is now 9 percent."|"half-true"|"1"|"train"|"15"|"6"|"79"|"3"|"neutral"|"0.8322656750679016"
"Says federal health care overhaul will cost Texas state government upwards of $30 billion over the next 10 years."|"barely-true"|"1"|"train"|"19"|"4"|"113"|"2"|"sadness"|"0.641983687877655"
"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska."|"false"|"1"|"train"|"22"|"8"|"129"|"5"|"neutral"|"0.6983801126480103"
"Ive created over 40,000 jobs."|"barely-true"|"1"|"train"|"5"|"1"|"29"|"1"|"joy"|"0.8958066701889038"
"Passing a federal firearms background check through the NICS database . . . typically takes 90 seconds."|"mostly-true"|"0"|"train"|"17"|"3"|"103"|"5"|"neutral"|"0.822212815284729"
"The debt-ceiling bill doesnt cut the debt. It will add about $7 trillion in new debt over the next 10 years."|"barely-true"|"1"|"train"|"21"|"8"|"108"|"2"|"neutral"|"0.7779532670974731"
"Says Hillary Clinton has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000-page Obamatrade the Trans-Pacific Partnership agreement."|"barely-true"|"1"|"train"|"27"|"10"|"188"|"8"|"disgust"|"0.8995577096939087"
"Says Jeb Bush flip-flop-flip(ped) on immigration."|"true"|"0"|"train"|"6"|"1"|"49"|"3"|"neutral"|"0.7973070740699768"
"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits."|"pants-fire"|"1"|"train"|"19"|"8"|"112"|"5"|"disgust"|"0.5089200139045715"
"Says Marco Rubio opposes immigration reform. Worse, Rubio supports Donald Trump. His plan would deport 800,000 children, destroying families."|"half-true"|"1"|"train"|"19"|"1"|"141"|"8"|"disgust"|"0.6925411224365234"
"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children."|"true"|"0"|"train"|"21"|"7"|"134"|"1"|"disgust"|"0.7342037558555603"
"The RESTORE Act started as an effort to dedicate as much BP fine money as possible towards Gulf Coast restoration but now could steer money to places like the Great Lakes and West Coast."|"half-true"|"1"|"train"|"34"|"11"|"186"|"17"|"neutral"|"0.9238738417625427"
"Countries with a higher minimum wage than the United States $7.25 an hour include Denmark at $21, Australia at$15.81, Germany at$11and France at$12.35."|"half-true"|"1"|"train"|"23"|"6"|"151"|"7"|"neutral"|"0.7893848419189453"
"Joe Morrissey has been a delegate in the General Assembly for eight years with no laws passed to help our black community with education or workforce."|"half-true"|"1"|"train"|"26"|"12"|"150"|"4"|"neutral"|"0.5993981957435608"
"Georgia lawmakers balanced the budget without raising taxes on residents."|"mostly-true"|"0"|"train"|"10"|"2"|"73"|"1"|"neutral"|"0.5087689757347107"
"Defends his vote to push retirement age to 70 by saying he is for a process that would not be fully implemented until around the turn of the century."|"barely-true"|"1"|"train"|"29"|"15"|"149"|"1"|"neutral"|"0.8672501444816589"
"President Obama . . . wants to mandate circumcision."|"pants-fire"|"1"|"train"|"9"|"1"|"52"|"2"|"neutral"|"0.43801063299179077"
"The president has given 1,100 special waivers to his friends for Obamacare."|"barely-true"|"1"|"train"|"12"|"5"|"75"|"2"|"neutral"|"0.9379263520240784"
"Says that three of these five Republicans -- Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist -- later became Democrats."|"false"|"1"|"train"|"22"|"3"|"144"|"13"|"neutral"|"0.9056908488273621"
"""The crime decline in the United States would be fairly small if it wasn't for the crime decline in New York City."""|"false"|"1"|"train"|"22"|"9"|"115"|"6"|"neutral"|"0.8161499500274658"
"Proposed cuts in the House farm bill mean 2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts."|"mostly-true"|"0"|"train"|"24"|"6"|"143"|"2"|"sadness"|"0.5750038027763367"
"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet."|"true"|"0"|"train"|"28"|"10"|"143"|"7"|"neutral"|"0.905934751033783"
"Rick Scott doesnt have any ties to a lobbyist."|"pants-fire"|"1"|"train"|"9"|"4"|"46"|"2"|"neutral"|"0.9098991751670837"
"At my first Lets Get to Work Day we sold out; more than 240 dozen doughnuts by 8:30 a.m."|"barely-true"|"1"|"train"|"19"|"7"|"88"|"5"|"surprise"|"0.4759135842323303"
"Glen Sturtevant is against smaller class sizes."|"false"|"1"|"train"|"7"|"2"|"47"|"2"|"neutral"|"0.8012576103210449"
"Congressional lawmakers earn their salaries FOR LIFE, which for House Minority Leader Nancy Pelosi would add up to $803,700 Dollars a year for LIFE including FREE medical."|"pants-fire"|"1"|"train"|"27"|"8"|"171"|"22"|"neutral"|"0.8541340827941895"
"President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions."|"true"|"0"|"train"|"25"|"10"|"158"|"4"|"neutral"|"0.5239038467407227"
"""I have never asked for a single earmark, pork barrel project for my state of Arizona."""|"false"|"1"|"train"|"16"|"6"|"87"|"2"|"neutral"|"0.9255535006523132"
"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company."""|"pants-fire"|"1"|"train"|"23"|"10"|"127"|"1"|"neutral"|"0.7596286535263062"
"Planned Parenthood is nothing more than a referral service. They dont do anything except profit from killing babies and then selling body parts of those aborted babies."|"pants-fire"|"1"|"train"|"27"|"11"|"168"|"3"|"disgust"|"0.8868489861488342"
"Says Democratic recall opponent Tom Barrett is campaigning on lifting property tax limits."|"barely-true"|"1"|"train"|"13"|"2"|"90"|"4"|"neutral"|"0.6745913028717041"
"Photo ID is not required for those who vote by mail."|"true"|"0"|"train"|"11"|"6"|"52"|"3"|"neutral"|"0.9560685157775879"
"We have the lowest per-capita spending of any state in the nation except for South Dakota."|"mostly-true"|"0"|"train"|"16"|"8"|"90"|"3"|"neutral"|"0.910067081451416"
"Barack Obama was ""a trial attorney for ACORN."""|"half-true"|"1"|"train"|"8"|"2"|"46"|"7"|"disgust"|"0.49668827652931213"
"When I ran against incumbent President Gerald Ford, you know how much money we raised? None."|"mostly-true"|"0"|"train"|"16"|"6"|"92"|"6"|"neutral"|"0.578620195388794"
"President Obama has the worst ratings of any president at the end of his first year."|"mostly-true"|"0"|"train"|"16"|"8"|"84"|"2"|"disgust"|"0.9577116966247559"
"Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years."|"false"|"1"|"train"|"17"|"7"|"92"|"2"|"neutral"|"0.3674945831298828"
"Says Charlie Crist wants felons who commit a heinous crime such as intentional permanent disfigurement of a child, you walk out of jail, you immediately get to vote."|"barely-true"|"1"|"train"|"28"|"11"|"165"|"3"|"disgust"|"0.5734162330627441"
"700 jobs (were) lost because Allen Boyd voted for the health care bill."|"barely-true"|"1"|"train"|"13"|"3"|"71"|"2"|"sadness"|"0.77728670835495"
"Because of (the 1994 crime bill), we had a 25-year low in crime, a 33-year low in the murder rate, and listen to this, because of that and the background check law, a 46-year low in the deaths of people of gun violence."|"barely-true"|"1"|"train"|"43"|"21"|"219"|"1"|"neutral"|"0.9628308415412903"
"In 2009, we cut state spending in real terms for the first time in 150 years."|"barely-true"|"1"|"train"|"16"|"6"|"77"|"1"|"neutral"|"0.7019869685173035"
"In every poll, John Cornyn always loses to any conservative the voters have heard about."|"false"|"1"|"train"|"15"|"5"|"88"|"3"|"neutral"|"0.866603434085846"
"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important."|"mostly-true"|"0"|"train"|"31"|"16"|"165"|"2"|"neutral"|"0.9413487315177917"
"In Wisconsin, deaths from domestic violence are at the highest in 10 years."|"true"|"0"|"train"|"13"|"6"|"75"|"2"|"sadness"|"0.7689926028251648"
"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!"|"false"|"1"|"train"|"15"|"5"|"105"|"8"|"anger"|"0.48876550793647766"
"Says there is a plan formulated by Chair (Lynn) Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities."|"half-true"|"1"|"train"|"35"|"18"|"194"|"6"|"neutral"|"0.9333274364471436"
"For the state of Florida, there is not an additional cost with implementation of the Common Core standards."|"half-true"|"1"|"train"|"18"|"10"|"107"|"4"|"neutral"|"0.9074398279190063"
"Twenty-five or 24 million people are out of work or stopped looking for work."|"half-true"|"1"|"train"|"14"|"6"|"77"|"1"|"sadness"|"0.5798442959785461"
"Education Week says Obama 'hasn't made a significant mark on education,' is 'elusive' on accountability, and a 'staunch defender of the existing public school monopoly.'"|"barely-true"|"1"|"train"|"25"|"8"|"169"|"3"|"neutral"|"0.4732311964035034"
"Says Trump ties are made in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin."|"mostly-true"|"0"|"train"|"28"|"9"|"168"|"13"|"neutral"|"0.8226920962333679"
"Weve had about 3,000 murders in connection with lax border security."|"pants-fire"|"1"|"train"|"11"|"4"|"68"|"1"|"neutral"|"0.3770001232624054"
"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined."""|"true"|"0"|"train"|"17"|"4"|"115"|"1"|"neutral"|"0.8318676948547363"
"The proposed transportation bill could be the largest tax increase in Georgia history."|"true"|"0"|"train"|"13"|"4"|"86"|"2"|"neutral"|"0.5361839532852173"
"The Internal Revenue Service spent $60,000 on a Star Trek training video."|"half-true"|"1"|"train"|"12"|"3"|"73"|"6"|"neutral"|"0.8486550450325012"
"While in Congress, Nathan Deal was a leader when it came to protecting our borders."|"mostly-true"|"0"|"train"|"15"|"8"|"83"|"4"|"neutral"|"0.7328066825866699"
"""Florida's new fingerprint identification system is improving our rate of solving cold cases by 300 percent."""|"barely-true"|"1"|"train"|"16"|"4"|"109"|"1"|"neutral"|"0.9194519519805908"
"The 2009 stimulus bill failed to get people back to work."|"false"|"1"|"train"|"11"|"3"|"57"|"1"|"sadness"|"0.553669273853302"
"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent."|"mostly-true"|"0"|"train"|"23"|"7"|"125"|"1"|"neutral"|"0.8377645611763"
"Muslims tried to use Sharia law to influence court decisions in New Jersey and Oklahoma"|"barely-true"|"1"|"train"|"15"|"4"|"87"|"5"|"anger"|"0.5289547443389893"
"""Actually, Reagan was a Democrat before he was a Republican."""|"true"|"0"|"train"|"10"|"6"|"61"|"4"|"neutral"|"0.9164243936538696"
"We can save $125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen."|"false"|"1"|"train"|"22"|"9"|"128"|"2"|"neutral"|"0.7766790390014648"
"The University of Wisconsin System will be much more affordable than just about any other campus in America because going forward we have a cap on it tied to inflation."|"false"|"1"|"train"|"30"|"18"|"168"|"5"|"neutral"|"0.9457505941390991"
"Gov. Rick Perry used $3.2 billion in stimulus dollars for schools to plug other holes in his budget."|"barely-true"|"1"|"train"|"18"|"6"|"100"|"3"|"neutral"|"0.8545263409614563"
"On immigration reform"|"true"|"0"|"train"|"3"|"1"|"21"|"1"|"neutral"|"0.7981889843940735"
"The actions Im taking are the kinds of actions taken by every single Republican president and every single Democratic president for the past half-century."|"half-true"|"1"|"train"|"24"|"8"|"154"|"4"|"neutral"|"0.9266383647918701"
"It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid $600 billion down on the national debt."|"mostly-true"|"0"|"train"|"33"|"14"|"168"|"3"|"neutral"|"0.8816971778869629"
"Says Jon Corzine gave away 14 percent raises over 4 years and he stood on the front steps of the Capitol at a public-sector union rally and said, I will fight to get you a great contract."|"mostly-true"|"0"|"train"|"37"|"15"|"187"|"5"|"neutral"|"0.7071636319160461"
"Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown."|"mostly-true"|"0"|"train"|"15"|"5"|"81"|"2"|"surprise"|"0.6131503582000732"
"Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator."|"true"|"0"|"train"|"21"|"10"|"127"|"6"|"neutral"|"0.5065372586250305"
"Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day."|"pants-fire"|"1"|"train"|"19"|"9"|"109"|"10"|"sadness"|"0.5462788939476013"
"Says Oregon is one of only three states that allow the use of gillnets on inland waters."|"false"|"1"|"train"|"17"|"7"|"88"|"2"|"neutral"|"0.9359264969825745"
"Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work."|"pants-fire"|"1"|"train"|"22"|"10"|"136"|"2"|"sadness"|"0.5984188318252563"
"Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA but never, ever raised his voice against it when Congress was considering it."|"barely-true"|"1"|"train"|"27"|"10"|"153"|"9"|"neutral"|"0.40291038155555725"
"""I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream."""|"true"|"0"|"train"|"24"|"11"|"130"|"2"|"neutral"|"0.4383627474308014"
"Says he was a Marine during Vietnam."|"barely-true"|"1"|"train"|"7"|"4"|"36"|"3"|"sadness"|"0.5632757544517517"
"AARP is endorsing the health care reform bill."|"barely-true"|"1"|"train"|"8"|"2"|"46"|"4"|"joy"|"0.480116605758667"
"Says Mitt Romneys investments created zero jobs."|"pants-fire"|"1"|"train"|"7"|"0"|"48"|"3"|"sadness"|"0.5613787770271301"
"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down."|"true"|"0"|"train"|"21"|"8"|"137"|"10"|"disgust"|"0.46509841084480286"
"""These steps (a middle-class tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more) are all paid for."""|"barely-true"|"1"|"train"|"22"|"3"|"142"|"3"|"neutral"|"0.9425724148750305"
"Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms."|"pants-fire"|"1"|"train"|"22"|"11"|"128"|"6"|"neutral"|"0.5601447820663452"
"The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs."|"false"|"1"|"train"|"14"|"5"|"92"|"3"|"sadness"|"0.47075414657592773"
"Says iPads and iPhones are built in the United States of America."|"false"|"1"|"train"|"12"|"5"|"65"|"6"|"neutral"|"0.8022051453590393"
"Dubious taxpayer-funded stimulus projects in Rhode Island include $250,000 to provide digital television to the states inmate population."|"false"|"1"|"train"|"18"|"4"|"137"|"3"|"neutral"|"0.875527560710907"
"The Pentagon itself says that we could eliminate 20 percent of U.S. bases."|"barely-true"|"1"|"train"|"13"|"5"|"74"|"4"|"neutral"|"0.5677786469459534"
"I never called for a partition of Iraq."|"true"|"0"|"train"|"8"|"4"|"39"|"2"|"anger"|"0.30262458324432373"
"In the history department at the University of Texas, out of 50 registered voters, only one is a Republican."|"false"|"1"|"train"|"19"|"10"|"108"|"4"|"neutral"|"0.8937214612960815"
"Said Republicans made historic gains in state legislatures during last months election"|"true"|"0"|"train"|"12"|"2"|"86"|"2"|"neutral"|"0.7960042953491211"
"We got the highest vote count in the history of the Republican Party."|"mostly-true"|"0"|"train"|"13"|"6"|"69"|"3"|"neutral"|"0.7624641060829163"
"Metro Atlantans spend over an hour every day or five hours a week commuting, for a total of 260 hours a year."|"half-true"|"1"|"train"|"22"|"8"|"109"|"2"|"neutral"|"0.9444541931152344"
"In Cover Florida ""thousands already enrolled and climbing."""|"half-true"|"1"|"train"|"8"|"2"|"59"|"3"|"neutral"|"0.7930123209953308"
"The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastest-growing parishes."|"mostly-true"|"0"|"train"|"17"|"8"|"108"|"6"|"joy"|"0.47179943323135376"
"New Jerseys citizens are working at the highest rate in three years."|"false"|"1"|"train"|"12"|"4"|"68"|"2"|"neutral"|"0.8239983320236206"
"""The money supply has doubled in the last year."""|"barely-true"|"1"|"train"|"9"|"3"|"48"|"1"|"neutral"|"0.8567266464233398"
"Says Oregons high minimum wage is the reason why by 2011, Oregons restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the states minimum wage began rising above the federal level in 1997."|"false"|"1"|"train"|"40"|"16"|"233"|"3"|"neutral"|"0.8874977827072144"
"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman."|"true"|"0"|"train"|"20"|"10"|"106"|"3"|"neutral"|"0.8013501763343811"
"The debt ceiling deal will result in the lowest level of annual domestic spending since Dwight Eisenhower was president."|"half-true"|"1"|"train"|"19"|"6"|"120"|"3"|"neutral"|"0.8466544151306152"
"The Climatic Research Unit e-mails show that the science behind climate change has been pretty well debunked."|"false"|"1"|"train"|"17"|"5"|"109"|"4"|"neutral"|"0.8790459632873535"
"President Obamas suggested reduction in spending for next year: $0."|"mostly-true"|"0"|"train"|"10"|"2"|"67"|"2"|"neutral"|"0.8325660228729248"
"Rick Perry ended full-day Pre-K for 100,000 Texas children."|"barely-true"|"1"|"train"|"9"|"1"|"59"|"5"|"neutral"|"0.8307088613510132"
"Says PPS employees have paid their own PERS contributions for many years."|"true"|"0"|"train"|"12"|"4"|"73"|"8"|"neutral"|"0.8864986896514893"
"Every president since Eisenhower has taken executive action to address immigration issues."|"mostly-true"|"0"|"train"|"12"|"2"|"90"|"2"|"neutral"|"0.8865125179290771"
"Says Alex Sinks plans for governor include $12.5 billion in new spending."|"false"|"1"|"train"|"12"|"2"|"73"|"3"|"neutral"|"0.7543511986732483"
"Any child born prematurely, according to the president, in his own words, can be killed."|"pants-fire"|"1"|"train"|"15"|"8"|"88"|"1"|"sadness"|"0.41061294078826904"
"Seventy percent of all uninsured live in households in which at least one person is working."|"true"|"0"|"train"|"16"|"7"|"92"|"1"|"neutral"|"0.9154326319694519"
"Recent data showed Nevada ranks 50th in the money received from the stimulus bill."|"false"|"1"|"train"|"14"|"4"|"82"|"2"|"neutral"|"0.855185329914093"
"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes."|"mostly-true"|"0"|"train"|"27"|"13"|"131"|"3"|"neutral"|"0.9146726131439209"
"Nearly half of all persons under 30 did not go to work today."|"pants-fire"|"1"|"train"|"13"|"6"|"61"|"1"|"sadness"|"0.7775538563728333"
"Ted Cruz tried to ban contraception five times."|"barely-true"|"1"|"train"|"8"|"1"|"47"|"2"|"neutral"|"0.30781543254852295"
"I dont own a single stock or bond I have no savings accounts."|"half-true"|"1"|"train"|"13"|"7"|"61"|"2"|"sadness"|"0.787106990814209"
"Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa."|"mostly-true"|"0"|"train"|"17"|"7"|"109"|"3"|"neutral"|"0.8738489151000977"
"Just about half of rural hospitals operate in the red in Virginia. They operate at a loss."|"true"|"0"|"train"|"17"|"9"|"90"|"3"|"neutral"|"0.8828357458114624"
"Obama keeps talking about getting rid of all nuclear weapons. Hes already significantly reduced our capabilities there."|"barely-true"|"1"|"train"|"17"|"4"|"119"|"2"|"neutral"|"0.7168570160865784"
"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in."|"mostly-true"|"0"|"train"|"22"|"10"|"111"|"1"|"neutral"|"0.8916347026824951"
"The numbers of people that support Obamacare and like it have been steadily dropping."|"false"|"1"|"train"|"14"|"7"|"85"|"2"|"neutral"|"0.865675687789917"
"The region I represent, both currently and in the future, has more automotive plants than the entire state of California."|"true"|"0"|"train"|"20"|"11"|"121"|"3"|"neutral"|"0.9226769804954529"
"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist."""|"pants-fire"|"1"|"train"|"26"|"11"|"152"|"3"|"anger"|"0.5173593759536743"
"Says in U.S. Congress, members dont even have to be on the floor for debates or votes."|"half-true"|"1"|"train"|"17"|"8"|"86"|"4"|"neutral"|"0.8301356434822083"
"Says Gov. Rick Scott lost Florida 331,247 jobs."|"pants-fire"|"1"|"train"|"8"|"0"|"47"|"5"|"sadness"|"0.9269441366195679"
"Says North Carolina Republican Senate candidate Thom Tillis supports a plan that would end Medicare as we know it."|"barely-true"|"1"|"train"|"19"|"4"|"114"|"8"|"neutral"|"0.3880721628665924"
"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty."|"mostly-true"|"0"|"train"|"18"|"11"|"88"|"1"|"neutral"|"0.9436653852462769"
"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises."|"pants-fire"|"1"|"train"|"13"|"3"|"93"|"3"|"neutral"|"0.9193511009216309"
"Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block."|"true"|"0"|"train"|"18"|"6"|"109"|"5"|"neutral"|"0.7490960955619812"
